VOB,Task Name,Job Name,Job Element,Job Value
az-ccvob1,MultiSite Sync Export,Daily MultiSite Export,Job.NotifyInfo.OnEvents,"JobEndOKWithMsgs,JobEndFail"
az-ccvob1,MultiSite Sync Export,Daily MultiSite Export,Job.NotifyInfo.Recipients,ms_admin
az-ccvob1,MultiSite Sync Export,Daily MultiSite Export,Job.NotifyInfo.Using,email
az-ccvob1,MultiSite Sync Export,Daily MultiSite Export,Job.Schedule.Daily.Frequency,1
az-ccvob1,MultiSite Sync Export,Daily MultiSite Export,Job.Schedule.FirstStartTime,0:00:00
az-ccvob1,MultiSite Sync Export,Daily MultiSite Export,Job.Schedule.LastDate,6/8/1994
az-ccvob1,MultiSite Sync Export,Daily MultiSite Export,Job.Schedule.StartDate,6/8/1994
az-ccvob1,MultiSite Sync Export,Daily MultiSite Export,Job.Task,13
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.Args,-quiet 1 -poll
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.Created,2007-12-13T10:53:55+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB1
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.DeleteWhenCompleted,FALSE
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.Id,29
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.LastCompletionInfo.Ended,2008-11-10T12:15:00+05:30
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.LastCompletionInfo.ProcessId,12208
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.LastCompletionInfo.Started,2008-11-10T12:15:00+05:30
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.LastModified,2008-01-21T16:54:17+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB1
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.NextRunTime,2008-11-11T11:15:00+05:30
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.Schedule.Daily.Frequency,1
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.Schedule.FirstStartTime,22:45:00
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.Schedule.LastStartTime,23:59:59
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.Schedule.StartDate,12/12/2007
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.Schedule.StartTimeRestartFrequency,1:00:00
az-ccvob1,MultiSite Sync Export,MultiSite Shipping Poll,Job.Task,13
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Args,-quiet 1 -poll
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Created,2006-03-30T23:20:24+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.DeleteWhenCompleted,FALSE
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Description,"Every three hours, send all pending shipping orders to their next host.<CR>"
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Id,12
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.LastCompletionInfo.Ended,2008-08-13T13:58:16+05:30
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.LastCompletionInfo.ProcessId,2768
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.LastCompletionInfo.Started,2008-08-13T13:58:16+05:30
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.LastModified,2008-05-08T23:51:58+05:30 by SUNQUESTINFO\vob_admin@AZ-CCVOB1
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.NextRunTime,<schedule completed>
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.NotifyInfo.OnEvents,"JobEndOKWithMsgs,JobEndFail"
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.NotifyInfo.Recipients,CC-Task@sunquestinfo.com
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.NotifyInfo.Using,email
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Schedule.Daily.Frequency,1
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Schedule.FirstStartTime,11:21:58
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Schedule.LastDate,7/26/1994
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Schedule.StartDate,7/26/1994
az-ccvob1,MultiSite Sync Export,Daily MultiSite Shipping Poll,Job.Task,13
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,# Job.Schedule.Sequential.FollowsJob,\scenario2.5_mumps - CC MultiSite Generate Family Health
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,Job.Args,\scenario2.5_doc
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,Job.Created,2006-06-15T04:02:14+05:30 by ONEMISYS\vob_admin@azclearcase1
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,Job.DeleteWhenCompleted,FALSE
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,Job.Id,21
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,Job.LastCompletionInfo.Ended,2008-11-10T13:30:14+05:30
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,Job.LastCompletionInfo.ProcessId,12612
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,Job.LastCompletionInfo.Started,2008-11-10T13:30:11+05:30
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,Job.LastModified,2006-07-27T04:45:06+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,Job.Schedule.Sequential.FollowsJob,20
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_doc - CC MultiSite Generate Family Health,Job.Task,16
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.Args,\scenario2.5_pvob
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.Created,2006-06-15T04:00:31+05:30 by ONEMISYS\vob_admin@azclearcase1
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.DeleteWhenCompleted,FALSE
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.Id,18
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.LastCompletionInfo.Ended,2008-11-10T13:30:04+05:30
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.LastCompletionInfo.ProcessId,8884
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.LastCompletionInfo.Started,2008-11-10T13:30:00+05:30
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.LastModified,2006-07-27T04:44:26+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.NextRunTime,2008-11-10T14:30:00+05:30
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.Schedule.Daily.Frequency,1
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.Schedule.FirstStartTime,1:00:00
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.Schedule.LastStartTime,23:59:59
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.Schedule.StartDate,7/26/2006
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.Schedule.StartTimeRestartFrequency,1:00:00
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_pvob - CC MultiSite Generate Family Health,Job.Task,16
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,# Job.Schedule.Sequential.FollowsJob,\scenario2.5_pvob - CC MultiSite Generate Family Health
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,Job.Args,\scenario2.5_gui
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,Job.Created,2006-06-15T04:01:06+05:30 by ONEMISYS\vob_admin@azclearcase1
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,Job.DeleteWhenCompleted,FALSE
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,Job.Id,19
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,Job.LastCompletionInfo.Ended,2008-11-10T13:30:07+05:30
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,Job.LastCompletionInfo.ProcessId,7200
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,Job.LastCompletionInfo.Started,2008-11-10T13:30:04+05:30
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,Job.LastModified,2006-07-27T04:44:38+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,Job.Schedule.Sequential.FollowsJob,18
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_gui - CC MultiSite Generate Family Health,Job.Task,16
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,# Job.Schedule.Sequential.FollowsJob,\scenario2.5_gui - CC MultiSite Generate Family Health
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,Job.Args,\scenario2.5_mumps
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,Job.Created,2006-06-15T04:01:42+05:30 by ONEMISYS\vob_admin@azclearcase1
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,Job.DeleteWhenCompleted,FALSE
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,Job.Id,20
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,Job.LastCompletionInfo.Ended,2008-11-10T13:30:11+05:30
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,Job.LastCompletionInfo.ProcessId,9852
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,Job.LastCompletionInfo.Started,2008-11-10T13:30:07+05:30
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,Job.LastModified,2006-07-27T04:44:55+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,Job.Schedule.Sequential.FollowsJob,19
az-ccvob1,CC MultiSite Generate Family Health,\scenario2.5_mumps - CC MultiSite Generate Family Health,Job.Task,16
az-ccvob1,View Space,Daily View Space,# Job.Schedule.Sequential.FollowsJob,Daily Local Tasks
az-ccvob1,View Space,Daily View Space,Job.Args,
az-ccvob1,View Space,Daily View Space,Job.Created,2006-03-30T23:20:24+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,View Space,Daily View Space,Job.DeleteWhenCompleted,FALSE
az-ccvob1,View Space,Daily View Space,Job.Description,Determine the space consumed by all local views.<CR>
az-ccvob1,View Space,Daily View Space,Job.Id,5
az-ccvob1,View Space,Daily View Space,Job.LastCompletionInfo.Ended,2008-11-09T17:12:53+05:30
az-ccvob1,View Space,Daily View Space,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,View Space,Daily View Space,Job.LastCompletionInfo.ProcessId,8128
az-ccvob1,View Space,Daily View Space,Job.LastCompletionInfo.Started,2008-11-09T17:03:33+05:30
az-ccvob1,View Space,Daily View Space,Job.LastModified,2006-03-30T23:20:24+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,View Space,Daily View Space,Job.Predefined,TRUE
az-ccvob1,View Space,Daily View Space,Job.Schedule.Sequential.FollowsJob,4
az-ccvob1,View Space,Daily View Space,Job.Task,11
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.Args,-quiet 1
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.Created,2007-12-13T10:54:24+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB1
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.DeleteWhenCompleted,FALSE
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.Id,30
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.LastCompletionInfo.Ended,2008-11-10T11:54:07+05:30
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.LastCompletionInfo.ProcessId,11500
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.LastCompletionInfo.Started,2008-11-10T11:54:07+05:30
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.LastModified,2008-01-20T04:13:28+05:30 by SUNQUESTINFO\vob_admin@AZ-CCVOB1
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.NextRunTime,2008-11-11T10:54:07+05:30
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.Schedule.Daily.Frequency,1
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.Schedule.FirstStartTime,22:24:07
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.Schedule.LastStartTime,23:59:59
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.Schedule.StartDate,12/12/2007
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.Schedule.StartTimeRestartFrequency,1:00:00
az-ccvob1,MultiSite Sync Receive,MultiSite Sync Receive,Job.Task,14
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.Args,-quiet 1
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.Created,2006-03-30T23:20:24+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.DeleteWhenCompleted,FALSE
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.Description,Apply all pending replica update packets<CR>
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.Id,13
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.LastCompletionInfo.Ended,2008-11-10T13:30:00+05:30
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.LastCompletionInfo.ProcessId,8704
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.LastCompletionInfo.Started,2008-11-10T13:30:00+05:30
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.LastModified,2008-01-20T04:12:24+05:30 by SUNQUESTINFO\vob_admin@AZ-CCVOB1
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.NextRunTime,2008-11-10T14:30:00+05:30
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.NotifyInfo.OnEvents,"JobEndOKWithMsgs,JobEndFail"
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.NotifyInfo.Recipients,CC-Task@misyshealthcare.com
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.NotifyInfo.Using,email
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.Schedule.Daily.Frequency,1
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.Schedule.FirstStartTime,0:00:00
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.Schedule.LastStartTime,23:59:59
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.Schedule.StartDate,6/8/1994
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.Schedule.StartTimeRestartFrequency,1:00:00
az-ccvob1,MultiSite Sync Receive,Daily MultiSite Receive,Job.Task,14
az-ccvob1,VOB Space,Daily VOB Space,# Job.Schedule.Sequential.FollowsJob,Daily View Space
az-ccvob1,VOB Space,Daily VOB Space,Job.Args,
az-ccvob1,VOB Space,Daily VOB Space,Job.Created,2006-03-30T23:20:24+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,VOB Space,Daily VOB Space,Job.DeleteWhenCompleted,FALSE
az-ccvob1,VOB Space,Daily VOB Space,Job.Description,Determine the space consumed by all local VOBs.<CR>
az-ccvob1,VOB Space,Daily VOB Space,Job.Id,6
az-ccvob1,VOB Space,Daily VOB Space,Job.LastCompletionInfo.Ended,2008-11-09T17:33:50+05:30
az-ccvob1,VOB Space,Daily VOB Space,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,VOB Space,Daily VOB Space,Job.LastCompletionInfo.Messages,"vobsvr_contact call failed: RPC: Unable to receive; errno = [WINSOCK] Connection reset by peer<CR>cleartool: Error: Unable to open file ""C:\VOB_Storage\ucm_test_pvob.vbs"": Invalid argument.<CR>vobsvr_contact call failed: RPC: Unable to receive; errno = [WINSOCK] Connection reset by peer<CR>cleartool: Error: Unable to open file ""C:\VOB_Storage\ucm_component_vob.vbs"": Invalid argument.<CR>vobsvr_contact call failed: RPC: Unable to receive; errno = [WINSOCK] Connection reset by peer<CR>cleartool: Error: Unable to open file <CR>"
az-ccvob1,VOB Space,Daily VOB Space,Job.LastCompletionInfo.ProcessId,9136
az-ccvob1,VOB Space,Daily VOB Space,Job.LastCompletionInfo.Started,2008-11-09T17:12:53+05:30
az-ccvob1,VOB Space,Daily VOB Space,Job.LastModified,2007-04-30T21:14:56+05:30 by ONEMISYS\vob_admin@AZ-CCVOB1
az-ccvob1,VOB Space,Daily VOB Space,Job.NotifyInfo.OnEvents,JobEndFail
az-ccvob1,VOB Space,Daily VOB Space,Job.NotifyInfo.Recipients,CC-Task@misyshealthcare.com
az-ccvob1,VOB Space,Daily VOB Space,Job.NotifyInfo.Using,email
az-ccvob1,VOB Space,Daily VOB Space,Job.Predefined,TRUE
az-ccvob1,VOB Space,Daily VOB Space,Job.Schedule.Sequential.FollowsJob,5
az-ccvob1,VOB Space,Daily VOB Space,Job.Task,10
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.Args,-quiet 1 -all -maxsize 2000k
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.Created,2006-09-19T21:15:50+05:30 by ONEMISYS\vob_admin@AZ-CCVOB1
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.DeleteWhenCompleted,FALSE
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.Id,26
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.LastCompletionInfo.Ended,2008-11-07T10:15:57+05:30
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.LastCompletionInfo.ProcessId,3476
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.LastCompletionInfo.Started,2008-11-07T10:11:27+05:30
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.LastModified,2007-12-13T10:57:12+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB1
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.NextRunTime,<schedule completed>
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.NotifyInfo.OnEvents,"JobEndOKWithMsgs,JobEndFail"
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.NotifyInfo.Recipients,CC-Task@misyshealthcare.com
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.NotifyInfo.Using,email
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.Schedule.Daily.Frequency,1
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.Schedule.FirstStartTime,0:00:00
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.Schedule.LastDate,12/1/1994
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.Schedule.StartDate,12/1/1994
az-ccvob1,MultiSite Sync Manager Export,Daily MultiSite Sync Manager Export,Job.Task,18
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.Args,-quiet 1 -all -maxsize 2000k
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.Created,2007-12-13T10:54:56+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB1
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.DeleteWhenCompleted,FALSE
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.Id,31
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.LastCompletionInfo.Ended,2008-11-10T12:01:17+05:30
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.LastCompletionInfo.ProcessId,14320
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.LastCompletionInfo.Started,2008-11-10T12:00:00+05:30
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.LastModified,2008-01-21T16:53:39+05:30 by SUNQUESTINFO\VOB_Admin@AZ-CCVOB1
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.NextRunTime,2008-11-11T11:00:00+05:30
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.Schedule.Daily.Frequency,1
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.Schedule.FirstStartTime,22:30:00
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.Schedule.LastStartTime,23:59:59
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.Schedule.StartDate,12/12/2007
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.Schedule.StartTimeRestartFrequency,1:00:00
az-ccvob1,MultiSite Sync Manager Export,MultiSite Sync Manager Export,Job.Task,18
az-ccvob1,Daily Local Tasks,Daily Local Tasks,# Job.Schedule.Sequential.FollowsJob,Daily Registry Backup
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.Args,
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.Created,2006-03-30T23:20:24+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.DeleteWhenCompleted,FALSE
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.Description,"Run the daily local customizations.<CR>Note, custom jobs may be directly added to the schedule<CR>instead of / in addition to modifying the standard local task script.<CR>"
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.Id,4
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.LastCompletionInfo.Ended,2008-11-09T17:03:33+05:30
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.LastCompletionInfo.Messages,"Job's task program (""ccase_local_day.bat"") is not installed -- skipping scheduled execution.<CR>"
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.LastCompletionInfo.ProcessId,
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.LastCompletionInfo.Started,2008-11-09T17:03:33+05:30
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.LastModified,2006-03-30T23:20:24+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.Predefined,TRUE
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.Schedule.Sequential.FollowsJob,3
az-ccvob1,Daily Local Tasks,Daily Local Tasks,Job.Task,100
az-ccvob1,Weekly Local Tasks,Weekly Local Tasks,# Job.Schedule.Sequential.FollowsJob,Weekly VOB Database Scrubbing
az-ccvob1,Weekly Local Tasks,Weekly Local Tasks,Job.Args,
az-ccvob1,Weekly Local Tasks,Weekly Local Tasks,Job.Created,2006-03-30T23:20:24+05:30 by ONEMISYS\clearcase_albd@azclearcase1
az-ccvob1,Weekly Local Tasks,Weekly Local Tasks,Job.DeleteWhenCompleted,FALSE
az-ccvob1,Weekly Local Tasks,Weekly Local Tasks,Job.Description,"Run the weekly local customizations.<CR>Note, custom jobs may be directly added to the schedule<CR>instead of / in addition to modifying the standard local task script.<CR>"
az-ccvob1,Weekly Local Tasks,Weekly Local Tasks,Job.Id,9
az-ccvob1,Weekly Local Tasks,Weekly Local Tasks,Job.LastCompletionInfo.Ended,2008-11-09T13:20:48+05:30
az-ccvob1,Weekly Local Tasks,Weekly Local Tasks,Job.LastCompletionInfo.ExitStatus,0x0
az-ccvob1,Weekly Local Tasks,Weekly Local Tasks,Job.LastCompletionInfo.Messages,"Job's task program (""ccase_local_wk.bat"") is not installed -- skipping scheduled execution.<CR>"
az-ccvob1,Weekly Local Tasks,Weekly Local Tasks,Job.LastCompletionInfo.ProcessId,
az-ccvob1,Weekly Local Tasks,Weekly Local Tasks,Job.LastCompletionInfo.Started,2008-11-09T13:20:48+05:30
